"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"08/09/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/10/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/11/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/12/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/13/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/14/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/15/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/16/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/17/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/18/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/19/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/20/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/21/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/22/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","21","88.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/23/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/24/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/25/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/26/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/27/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/28/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"08/29/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/02/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/03/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/04/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/05/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/06/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/08/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","21","88.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/09/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/10/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/11/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/12/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","18","75.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/15/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/16/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/17/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/18/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/19/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/20/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/23/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","21","88.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/24/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/25/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/26/2016","AQS","060010011","1","1.1","ppm","13","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/27/2016","AQS","060010011","1","1.1","ppm","13","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/28/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/29/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"09/30/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/01/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/02/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/03/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/04/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/05/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/06/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/07/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/08/2016","AQS","060010011","1","1.3","ppm","15","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/09/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/10/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/11/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/12/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/13/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/14/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","22","92.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/15/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/16/2016","AQS","060010011","1","0.4","ppm","5","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/17/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/18/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/19/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/20/2016","AQS","060010011","1","1.2","ppm","14","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/21/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/22/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/23/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/24/2016","AQS","060010011","1","0.3","ppm","3","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/25/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/26/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/27/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/28/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/29/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/30/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"10/31/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/01/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/02/2016","AQS","060010011","1","1.3","ppm","15","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/03/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/11/2016","AQS","060010011","1","1.1","ppm","13","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/12/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/13/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/14/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/15/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/16/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/17/2016","AQS","060010011","1","1.2","ppm","14","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/18/2016","AQS","060010011","1","1.6","ppm","18","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/19/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/20/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/21/2016","AQS","060010011","1","1.2","ppm","14","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/22/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/23/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/24/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/25/2016","AQS","060010011","1","1.3","ppm","15","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/26/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/27/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/28/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"11/30/2016","AQS","060010011","1","1.5","ppm","17","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/01/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/02/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/03/2016","AQS","060010011","1","1.7","ppm","19","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/04/2016","AQS","060010011","1","2.2","ppm","25","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/05/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/06/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/07/2016","AQS","060010011","1","0.9","ppm","10","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/08/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/09/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/10/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/11/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/12/2016","AQS","060010011","1","0.7","ppm","8","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/13/2016","AQS","060010011","1","1","ppm","11","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/14/2016","AQS","060010011","1","0.8","ppm","9","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/15/2016","AQS","060010011","1","0.6","ppm","7","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/16/2016","AQS","060010011","1","0.5","ppm","6","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/17/2016","AQS","060010011","1","1.4","ppm","16","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/18/2016","AQS","060010011","1","1.9","ppm","22","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/19/2016","AQS","060010011","1","1.7","ppm","19","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/20/2016","AQS","060010011","1","1.6","ppm","18","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/21/2016","AQS","060010011","1","1.2","ppm","14","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/22/2016","AQS","060010011","1","1.4","ppm","16","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/23/2016","AQS","060010011","1","1.1","ppm","13","Oakland West","20","83.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/28/2016","AQS","060010011","1","2","ppm","23","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/29/2016","AQS","060010011","1","1.2","ppm","14","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/30/2016","AQS","060010011","1","1.7","ppm","19","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"12/31/2016","AQS","060010011","1","1.1","ppm","13","Oakland West","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/01/2016","AQS","060010012","1","0.3","ppm","3","Laney College","18","75.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/02/2016","AQS","060010012","1","0.4","ppm","5","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/03/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/04/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/05/2016","AQS","060010012","1","0.6","ppm","7","Laney College","18","75.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/06/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/07/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/08/2016","AQS","060010012","1","0.8","ppm","9","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/09/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/10/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/11/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/12/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/13/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/14/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/15/2016","AQS","060010012","1","0.6","ppm","7","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/16/2016","AQS","060010012","1","0.7","ppm","8","Laney College","24","100.0000","42101","Carbon monoxide","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
