Date,Daily_Mean_PM10_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY,Daily_Max_1-hour_NO2_Concentration,Daily_Max_8-hour_Ozone_Concentration,Daily_Mean_PM2.5_Concentration,Daily_Max_8-hour_CO_Concentration,Daily_Max_1-hour_SO2_Concentration
02/27/2018,,ppb,36,Oakland West,Alameda,38.6,,,,
02/28/2018,,ppb,27,Oakland West,Alameda,29.8,,,,
03/01/2018,,ppb,13,Oakland West,Alameda,14.1,,,,
03/02/2018,,ppb,26,Oakland West,Alameda,28.6,,,,
03/03/2018,,ppb,26,Oakland West,Alameda,28.6,,,,
03/04/2018,,ppb,21,Oakland West,Alameda,22.3,,,,
03/05/2018,,ppb,30,Oakland West,Alameda,32.2,,,,
03/06/2018,,ppb,42,Oakland West,Alameda,44.3,,,,
03/07/2018,,ppb,31,Oakland West,Alameda,33.2,,,,
03/08/2018,,ppb,24,Oakland West,Alameda,25.5,,,,
03/09/2018,,ppb,19,Oakland West,Alameda,20.0,,,,
03/10/2018,,ppb,23,Oakland West,Alameda,24.3,,,,
03/11/2018,,ppb,24,Oakland West,Alameda,25.5,,,,
03/12/2018,,ppb,24,Oakland West,Alameda,25.9,,,,
03/13/2018,,ppb,15,Oakland West,Alameda,16.0,,,,
03/14/2018,,ppb,30,Oakland West,Alameda,32.3,,,,
03/15/2018,,ppb,26,Oakland West,Alameda,28.7,,,,
03/16/2018,,ppb,27,Oakland West,Alameda,29.3,,,,
03/17/2018,,ppb,29,Oakland West,Alameda,31.1,,,,
03/18/2018,,ppb,30,Oakland West,Alameda,32.3,,,,
03/19/2018,,ppb,38,Oakland West,Alameda,40.2,,,,
03/20/2018,,ppb,30,Oakland West,Alameda,32.2,,,,
03/21/2018,,ppb,21,Oakland West,Alameda,22.3,,,,
03/22/2018,,ppb,9,Oakland West,Alameda,10.9,,,,
03/23/2018,,ppb,22,Oakland West,Alameda,23.5,,,,
03/24/2018,,ppb,17,Oakland West,Alameda,18.0,,,,
03/25/2018,,ppb,24,Oakland West,Alameda,25.2,,,,
03/26/2018,,ppb,17,Oakland West,Alameda,18.9,,,,
03/27/2018,,ppb,32,Oakland West,Alameda,34.3,,,,
03/28/2018,,ppb,30,Oakland West,Alameda,32.0,,,,
03/29/2018,,ppb,30,Oakland West,Alameda,32.9,,,,
03/30/2018,,ppb,25,Oakland West,Alameda,27.6,,,,
03/31/2018,,ppb,14,Oakland West,Alameda,15.6,,,,
04/01/2018,,ppb,26,Oakland West,Alameda,28.8,,,,
04/02/2018,,ppb,26,Oakland West,Alameda,28.6,,,,
04/03/2018,,ppb,24,Oakland West,Alameda,25.7,,,,
04/04/2018,,ppb,13,Oakland West,Alameda,14.7,,,,
04/05/2018,,ppb,22,Oakland West,Alameda,23.6,,,,
04/06/2018,,ppb,9,Oakland West,Alameda,10.0,,,,
04/07/2018,,ppb,6,Oakland West,Alameda,6.7,,,,
04/08/2018,,ppb,23,Oakland West,Alameda,24.6,,,,
04/09/2018,,ppb,24,Oakland West,Alameda,25.9,,,,
04/10/2018,,ppb,33,Oakland West,Alameda,35.2,,,,
04/11/2018,,ppb,19,Oakland West,Alameda,20.5,,,,
04/12/2018,,ppb,15,Oakland West,Alameda,16.1,,,,
04/13/2018,,ppb,25,Oakland West,Alameda,27.2,,,,
04/14/2018,,ppb,20,Oakland West,Alameda,21.7,,,,
04/15/2018,,ppb,7,Oakland West,Alameda,7.6,,,,
04/16/2018,,ppb,20,Oakland West,Alameda,21.2,,,,
04/17/2018,,ppb,25,Oakland West,Alameda,27.5,,,,
04/18/2018,,ppb,25,Oakland West,Alameda,27.1,,,,
04/19/2018,,ppb,28,Oakland West,Alameda,30.0,,,,
04/20/2018,,ppb,23,Oakland West,Alameda,24.9,,,,
04/21/2018,,ppb,18,Oakland West,Alameda,19.9,,,,
04/22/2018,,ppb,21,Oakland West,Alameda,22.2,,,,
04/23/2018,,ppb,20,Oakland West,Alameda,21.3,,,,
04/24/2018,,ppb,13,Oakland West,Alameda,14.4,,,,
04/25/2018,,ppb,13,Oakland West,Alameda,14.9,,,,
04/26/2018,,ppb,8,Oakland West,Alameda,8.2,,,,
04/27/2018,,ppb,10,Oakland West,Alameda,11.1,,,,
04/28/2018,,ppb,10,Oakland West,Alameda,11.2,,,,
04/29/2018,,ppb,9,Oakland West,Alameda,10.8,,,,
04/30/2018,,ppb,23,Oakland West,Alameda,24.3,,,,
05/01/2018,,ppb,17,Oakland West,Alameda,18.0,,,,
05/02/2018,,ppb,8,Oakland West,Alameda,9.1,,,,
05/03/2018,,ppb,12,Oakland West,Alameda,13.2,,,,
05/04/2018,,ppb,20,Oakland West,Alameda,21.4,,,,
05/05/2018,,ppb,11,Oakland West,Alameda,12.8,,,,
05/06/2018,,ppb,11,Oakland West,Alameda,12.2,,,,
05/07/2018,,ppb,22,Oakland West,Alameda,23.1,,,,
05/08/2018,,ppb,11,Oakland West,Alameda,12.9,,,,
05/09/2018,,ppb,12,Oakland West,Alameda,13.6,,,,
05/10/2018,,ppb,9,Oakland West,Alameda,10.7,,,,
05/11/2018,,ppb,27,Oakland West,Alameda,29.1,,,,
05/12/2018,,ppb,23,Oakland West,Alameda,24.2,,,,
05/13/2018,,ppb,5,Oakland West,Alameda,5.4,,,,
05/14/2018,,ppb,8,Oakland West,Alameda,9.9,,,,
05/15/2018,,ppb,6,Oakland West,Alameda,6.3,,,,
05/16/2018,,ppb,12,Oakland West,Alameda,13.2,,,,
05/17/2018,,ppb,10,Oakland West,Alameda,11.3,,,,
05/18/2018,,ppb,7,Oakland West,Alameda,7.1,,,,
05/19/2018,,ppb,4,Oakland West,Alameda,4.7,,,,
05/20/2018,,ppb,13,Oakland West,Alameda,14.1,,,,
05/21/2018,,ppb,5,Oakland West,Alameda,5.6,,,,
05/22/2018,,ppb,11,Oakland West,Alameda,12.8,,,,
05/23/2018,,ppb,10,Oakland West,Alameda,11.9,,,,
05/24/2018,,ppb,7,Oakland West,Alameda,7.9,,,,
05/25/2018,,ppb,6,Oakland West,Alameda,6.3,,,,
05/26/2018,,ppb,9,Oakland West,Alameda,10.3,,,,
05/27/2018,,ppb,18,Oakland West,Alameda,19.1,,,,
05/28/2018,,ppb,17,Oakland West,Alameda,18.0,,,,
05/29/2018,,ppb,19,Oakland West,Alameda,20.6,,,,
05/30/2018,,ppb,7,Oakland West,Alameda,7.9,,,,
05/31/2018,,ppb,13,Oakland West,Alameda,14.5,,,,
06/01/2018,,ppb,19,Oakland West,Alameda,20.3,,,,
06/02/2018,,ppb,19,Oakland West,Alameda,20.0,,,,
06/03/2018,,ppb,9,Oakland West,Alameda,10.4,,,,
06/04/2018,,ppb,29,Oakland West,Alameda,31.2,,,,
06/05/2018,,ppb,8,Oakland West,Alameda,8.1,,,,
06/06/2018,,ppb,5,Oakland West,Alameda,5.8,,,,
06/07/2018,,ppb,13,Oakland West,Alameda,14.6,,,,
06/08/2018,,ppb,15,Oakland West,Alameda,16.3,,,,
06/09/2018,,ppb,14,Oakland West,Alameda,15.0,,,,
06/10/2018,,ppb,19,Oakland West,Alameda,20.7,,,,
06/11/2018,,ppb,18,Oakland West,Alameda,19.8,,,,
06/12/2018,,ppb,20,Oakland West,Alameda,21.3,,,,
06/13/2018,,ppb,19,Oakland West,Alameda,20.3,,,,
06/14/2018,,ppb,8,Oakland West,Alameda,8.4,,,,
06/15/2018,,ppb,8,Oakland West,Alameda,8.2,,,,
06/16/2018,,ppb,6,Oakland West,Alameda,6.5,,,,
06/17/2018,,ppb,4,Oakland West,Alameda,4.2,,,,
06/18/2018,,ppb,14,Oakland West,Alameda,15.2,,,,
06/19/2018,,ppb,10,Oakland West,Alameda,11.4,,,,
06/20/2018,,ppb,14,Oakland West,Alameda,15.4,,,,
06/21/2018,,ppb,14,Oakland West,Alameda,15.4,,,,
06/22/2018,,ppb,14,Oakland West,Alameda,15.6,,,,
06/23/2018,,ppb,17,Oakland West,Alameda,18.2,,,,
06/24/2018,,ppb,7,Oakland West,Alameda,7.0,,,,
06/25/2018,,ppb,11,Oakland West,Alameda,12.9,,,,
06/26/2018,,ppb,9,Oakland West,Alameda,10.6,,,,
06/27/2018,,ppb,9,Oakland West,Alameda,10.4,,,,
06/28/2018,,ppb,7,Oakland West,Alameda,7.5,,,,
06/29/2018,,ppb,13,Oakland West,Alameda,14.6,,,,
06/30/2018,,ppb,16,Oakland West,Alameda,17.8,,,,
07/01/2018,,ppb,5,Oakland West,Alameda,5.0,,,,
07/02/2018,,ppb,9,Oakland West,Alameda,10.0,,,,
07/03/2018,,ppb,14,Oakland West,Alameda,15.8,,,,
07/04/2018,,ppb,12,Oakland West,Alameda,13.0,,,,
07/05/2018,,ppb,14,Oakland West,Alameda,15.3,,,,
07/06/2018,,ppb,24,Oakland West,Alameda,25.0,,,,
07/07/2018,,ppb,9,Oakland West,Alameda,10.7,,,,
07/08/2018,,ppb,8,Oakland West,Alameda,8.7,,,,
07/09/2018,,ppb,23,Oakland West,Alameda,24.4,,,,
07/10/2018,,ppb,19,Oakland West,Alameda,20.6,,,,
07/11/2018,,ppb,10,Oakland West,Alameda,11.1,,,,
07/12/2018,,ppb,6,Oakland West,Alameda,6.8,,,,
07/13/2018,,ppb,13,Oakland West,Alameda,14.7,,,,
07/14/2018,,ppb,8,Oakland West,Alameda,9.9,,,,
07/15/2018,,ppb,8,Oakland West,Alameda,8.2,,,,
07/16/2018,,ppb,10,Oakland West,Alameda,11.4,,,,
07/17/2018,,ppb,10,Oakland West,Alameda,11.0,,,,
07/18/2018,,ppb,13,Oakland West,Alameda,14.6,,,,
07/19/2018,,ppb,13,Oakland West,Alameda,14.8,,,,
07/20/2018,,ppb,7,Oakland West,Alameda,7.5,,,,
07/21/2018,,ppb,9,Oakland West,Alameda,10.9,,,,
07/22/2018,,ppb,8,Oakland West,Alameda,8.6,,,,
07/23/2018,,ppb,11,Oakland West,Alameda,12.7,,,,
07/24/2018,,ppb,18,Oakland West,Alameda,19.8,,,,
07/25/2018,,ppb,16,Oakland West,Alameda,17.7,,,,
07/26/2018,,ppb,7,Oakland West,Alameda,7.0,,,,
07/27/2018,,ppb,7,Oakland West,Alameda,7.7,,,,
07/28/2018,,ppb,7,Oakland West,Alameda,7.8,,,,
07/29/2018,,ppb,8,Oakland West,Alameda,9.0,,,,
07/31/2018,,ppb,8,Oakland West,Alameda,9.7,,,,
08/01/2018,,ppb,12,Oakland West,Alameda,13.4,,,,
08/02/2018,,ppb,9,Oakland West,Alameda,10.3,,,,
08/03/2018,,ppb,22,Oakland West,Alameda,23.4,,,,
08/04/2018,,ppb,19,Oakland West,Alameda,20.4,,,,
08/05/2018,,ppb,9,Oakland West,Alameda,10.1,,,,
08/06/2018,,ppb,19,Oakland West,Alameda,20.8,,,,
08/07/2018,,ppb,14,Oakland West,Alameda,15.7,,,,
08/08/2018,,ppb,11,Oakland West,Alameda,12.1,,,,
08/09/2018,,ppb,17,Oakland West,Alameda,18.6,,,,
08/10/2018,,ppb,19,Oakland West,Alameda,20.8,,,,
08/11/2018,,ppb,15,Oakland West,Alameda,16.1,,,,
08/12/2018,,ppb,12,Oakland West,Alameda,13.3,,,,
08/13/2018,,ppb,12,Oakland West,Alameda,13.0,,,,
08/14/2018,,ppb,7,Oakland West,Alameda,7.7,,,,
08/15/2018,,ppb,14,Oakland West,Alameda,15.5,,,,
08/16/2018,,ppb,10,Oakland West,Alameda,11.7,,,,
08/17/2018,,ppb,10,Oakland West,Alameda,11.9,,,,
08/18/2018,,ppb,14,Oakland West,Alameda,15.9,,,,
08/19/2018,,ppb,17,Oakland West,Alameda,18.5,,,,
08/20/2018,,ppb,12,Oakland West,Alameda,13.1,,,,
08/21/2018,,ppb,10,Oakland West,Alameda,11.3,,,,
08/22/2018,,ppb,9,Oakland West,Alameda,10.8,,,,
08/23/2018,,ppb,8,Oakland West,Alameda,9.3,,,,
08/24/2018,,ppb,10,Oakland West,Alameda,11.1,,,,
08/25/2018,,ppb,10,Oakland West,Alameda,11.1,,,,
08/26/2018,,ppb,9,Oakland West,Alameda,10.8,,,,
08/27/2018,,ppb,9,Oakland West,Alameda,10.4,,,,
08/28/2018,,ppb,10,Oakland West,Alameda,11.9,,,,
08/29/2018,,ppb,16,Oakland West,Alameda,17.5,,,,
08/30/2018,,ppb,10,Oakland West,Alameda,11.7,,,,
08/31/2018,,ppb,12,Oakland West,Alameda,13.1,,,,
09/01/2018,,ppb,15,Oakland West,Alameda,16.7,,,,
09/02/2018,,ppb,19,Oakland West,Alameda,20.3,,,,
09/03/2018,,ppb,6,Oakland West,Alameda,6.5,,,,
09/04/2018,,ppb,12,Oakland West,Alameda,13.9,,,,
09/05/2018,,ppb,16,Oakland West,Alameda,17.4,,,,
09/06/2018,,ppb,18,Oakland West,Alameda,19.0,,,,
09/07/2018,,ppb,25,Oakland West,Alameda,26.0,,,,
09/08/2018,,ppb,17,Oakland West,Alameda,18.1,,,,
09/09/2018,,ppb,16,Oakland West,Alameda,17.7,,,,
09/10/2018,,ppb,16,Oakland West,Alameda,17.5,,,,
09/11/2018,,ppb,18,Oakland West,Alameda,19.5,,,,
09/12/2018,,ppb,17,Oakland West,Alameda,18.9,,,,
09/13/2018,,ppb,12,Oakland West,Alameda,13.3,,,,
09/14/2018,,ppb,16,Oakland West,Alameda,17.9,,,,
09/15/2018,,ppb,12,Oakland West,Alameda,13.9,,,,
09/16/2018,,ppb,10,Oakland West,Alameda,11.5,,,,
09/17/2018,,ppb,14,Oakland West,Alameda,15.4,,,,
09/18/2018,,ppb,18,Oakland West,Alameda,19.9,,,,
09/19/2018,,ppb,18,Oakland West,Alameda,19.9,,,,
09/20/2018,,ppb,28,Oakland West,Alameda,30.9,,,,
09/21/2018,,ppb,27,Oakland West,Alameda,29.4,,,,
09/22/2018,,ppb,16,Oakland West,Alameda,17.2,,,,
09/23/2018,,ppb,22,Oakland West,Alameda,23.1,,,,
09/24/2018,,ppb,21,Oakland West,Alameda,22.7,,,,
09/25/2018,,ppb,24,Oakland West,Alameda,25.6,,,,
09/26/2018,,ppb,22,Oakland West,Alameda,23.8,,,,
09/27/2018,,ppb,26,Oakland West,Alameda,28.2,,,,
09/28/2018,,ppb,8,Oakland West,Alameda,9.9,,,,
09/29/2018,,ppb,12,Oakland West,Alameda,13.9,,,,
09/30/2018,,ppb,20,Oakland West,Alameda,21.0,,,,
10/01/2018,,ppb,20,Oakland West,Alameda,21.4,,,,
10/02/2018,,ppb,17,Oakland West,Alameda,18.9,,,,
10/03/2018,,ppb,16,Oakland West,Alameda,17.0,,,,
10/04/2018,,ppb,8,Oakland West,Alameda,9.8,,,,
10/05/2018,,ppb,18,Oakland West,Alameda,19.0,,,,
10/06/2018,,ppb,22,Oakland West,Alameda,23.1,,,,
10/07/2018,,ppb,22,Oakland West,Alameda,23.6,,,,
10/08/2018,,ppb,20,Oakland West,Alameda,21.6,,,,
10/09/2018,,ppb,15,Oakland West,Alameda,16.6,,,,
10/10/2018,,ppb,20,Oakland West,Alameda,21.8,,,,
10/11/2018,,ppb,20,Oakland West,Alameda,21.0,,,,
10/12/2018,,ppb,25,Oakland West,Alameda,27.6,,,,
10/13/2018,,ppb,21,Oakland West,Alameda,22.9,,,,
10/14/2018,,ppb,24,Oakland West,Alameda,25.3,,,,
10/15/2018,,ppb,34,Oakland West,Alameda,36.2,,,,
10/16/2018,,ppb,36,Oakland West,Alameda,38.3,,,,
10/17/2018,,ppb,23,Oakland West,Alameda,24.4,,,,
10/18/2018,,ppb,26,Oakland West,Alameda,28.4,,,,
10/19/2018,,ppb,26,Oakland West,Alameda,28.3,,,,
10/20/2018,,ppb,14,Oakland West,Alameda,15.4,,,,
10/21/2018,,ppb,19,Oakland West,Alameda,20.1,,,,
10/22/2018,,ppb,18,Oakland West,Alameda,19.6,,,,
10/23/2018,,ppb,26,Oakland West,Alameda,28.2,,,,
10/24/2018,,ppb,23,Oakland West,Alameda,24.8,,,,
10/25/2018,,ppb,25,Oakland West,Alameda,26.7,,,,
10/26/2018,,ppb,24,Oakland West,Alameda,25.0,,,,
10/27/2018,,ppb,16,Oakland West,Alameda,17.9,,,,
10/28/2018,,ppb,16,Oakland West,Alameda,17.2,,,,
10/29/2018,,ppb,15,Oakland West,Alameda,16.6,,,,
10/30/2018,,ppb,28,Oakland West,Alameda,30.7,,,,
11/01/2018,,ppb,35,Oakland West,Alameda,37.9,,,,
11/02/2018,,ppb,25,Oakland West,Alameda,27.5,,,,
11/03/2018,,ppb,21,Oakland West,Alameda,22.8,,,,
11/04/2018,,ppb,22,Oakland West,Alameda,23.8,,,,
11/05/2018,,ppb,25,Oakland West,Alameda,27.7,,,,
11/06/2018,,ppb,35,Oakland West,Alameda,37.3,,,,
11/07/2018,,ppb,31,Oakland West,Alameda,33.9,,,,
11/08/2018,,ppb,42,Oakland West,Alameda,44.5,,,,
11/09/2018,,ppb,42,Oakland West,Alameda,44.3,,,,
11/10/2018,,ppb,45,Oakland West,Alameda,48.5,,,,
11/11/2018,,ppb,46,Oakland West,Alameda,49.6,,,,
11/12/2018,,ppb,58,Oakland West,Alameda,61.4,,,,
11/13/2018,,ppb,70,Oakland West,Alameda,72.3,,,,
11/14/2018,,ppb,54,Oakland West,Alameda,57.8,,,,
11/15/2018,,ppb,57,Oakland West,Alameda,60.1,,,,
11/16/2018,,ppb,58,Oakland West,Alameda,61.6,,,,
11/17/2018,,ppb,42,Oakland West,Alameda,44.5,,,,
11/18/2018,,ppb,43,Oakland West,Alameda,46.5,,,,
11/19/2018,,ppb,73,Oakland West,Alameda,75.6,,,,
11/20/2018,,ppb,61,Oakland West,Alameda,63.1,,,,
11/21/2018,,ppb,46,Oakland West,Alameda,49.0,,,,
11/22/2018,,ppb,20,Oakland West,Alameda,21.6,,,,
11/23/2018,,ppb,12,Oakland West,Alameda,13.9,,,,
11/24/2018,,ppb,22,Oakland West,Alameda,23.7,,,,
11/25/2018,,ppb,25,Oakland West,Alameda,27.8,,,,
11/26/2018,,ppb,32,Oakland West,Alameda,34.3,,,,
11/27/2018,,ppb,25,Oakland West,Alameda,27.5,,,,
11/28/2018,,ppb,28,Oakland West,Alameda,30.5,,,,
11/29/2018,,ppb,10,Oakland West,Alameda,11.6,,,,
11/30/2018,,ppb,29,Oakland West,Alameda,31.4,,,,
12/01/2018,,ppb,26,Oakland West,Alameda,28.0,,,,
12/02/2018,,ppb,23,Oakland West,Alameda,24.6,,,,
12/03/2018,,ppb,11,Oakland West,Alameda,12.7,,,,
12/04/2018,,ppb,19,Oakland West,Alameda,20.4,,,,
12/05/2018,,ppb,14,Oakland West,Alameda,15.0,,,,
12/06/2018,,ppb,30,Oakland West,Alameda,32.9,,,,
12/07/2018,,ppb,33,Oakland West,Alameda,35.7,,,,
12/08/2018,,ppb,33,Oakland West,Alameda,35.1,,,,
12/09/2018,,ppb,25,Oakland West,Alameda,27.9,,,,
12/10/2018,,ppb,25,Oakland West,Alameda,27.1,,,,
12/11/2018,,ppb,32,Oakland West,Alameda,34.1,,,,
12/12/2018,,ppb,36,Oakland West,Alameda,38.9,,,,
12/13/2018,,ppb,28,Oakland West,Alameda,30.3,,,,
12/14/2018,,ppb,33,Oakland West,Alameda,35.1,,,,
12/15/2018,,ppb,29,Oakland West,Alameda,31.8,,,,
12/16/2018,,ppb,15,Oakland West,Alameda,16.4,,,,
12/17/2018,,ppb,29,Oakland West,Alameda,31.0,,,,
12/18/2018,,ppb,33,Oakland West,Alameda,35.0,,,,
12/19/2018,,ppb,26,Oakland West,Alameda,28.0,,,,
12/20/2018,,ppb,25,Oakland West,Alameda,26.6,,,,
12/21/2018,,ppb,24,Oakland West,Alameda,25.6,,,,
12/22/2018,,ppb,26,Oakland West,Alameda,28.5,,,,
12/23/2018,,ppb,25,Oakland West,Alameda,27.0,,,,
12/24/2018,,ppb,20,Oakland West,Alameda,21.6,,,,
12/25/2018,,ppb,13,Oakland West,Alameda,14.5,,,,
12/26/2018,,ppb,28,Oakland West,Alameda,30.0,,,,
12/27/2018,,ppb,25,Oakland West,Alameda,26.8,,,,
12/28/2018,,ppb,35,Oakland West,Alameda,37.3,,,,
12/29/2018,,ppb,32,Oakland West,Alameda,34.7,,,,
12/30/2018,,ppb,28,Oakland West,Alameda,30.5,,,,
12/31/2018,,ppb,15,Oakland West,Alameda,16.2,,,,
01/01/2018,,ppb,41,San Francisco,San Francisco,43.0,,,,
01/02/2018,,ppb,42,San Francisco,San Francisco,45.0,,,,
01/03/2018,,ppb,42,San Francisco,San Francisco,45.4,,,,
01/04/2018,,ppb,27,San Francisco,San Francisco,29.8,,,,
01/05/2018,,ppb,26,San Francisco,San Francisco,28.8,,,,
01/06/2018,,ppb,27,San Francisco,San Francisco,29.8,,,,
01/07/2018,,ppb,23,San Francisco,San Francisco,24.4,,,,
01/08/2018,,ppb,24,San Francisco,San Francisco,25.4,,,,
01/09/2018,,ppb,20,San Francisco,San Francisco,21.9,,,,
01/10/2018,,ppb,26,San Francisco,San Francisco,28.9,,,,
01/11/2018,,ppb,26,San Francisco,San Francisco,28.8,,,,
01/12/2018,,ppb,28,San Francisco,San Francisco,30.8,,,,
01/13/2018,,ppb,35,San Francisco,San Francisco,37.6,,,,
01/14/2018,,ppb,25,San Francisco,San Francisco,26.6,,,,
01/15/2018,,ppb,28,San Francisco,San Francisco,30.2,,,,
01/16/2018,,ppb,31,San Francisco,San Francisco,33.5,,,,
01/17/2018,,ppb,25,San Francisco,San Francisco,26.5,,,,
01/18/2018,,ppb,22,San Francisco,San Francisco,23.4,,,,
01/19/2018,,ppb,29,San Francisco,San Francisco,31.9,,,,
01/20/2018,,ppb,30,San Francisco,San Francisco,32.1,,,,
01/21/2018,,ppb,26,San Francisco,San Francisco,28.3,,,,
01/22/2018,,ppb,18,San Francisco,San Francisco,19.7,,,,
01/23/2018,,ppb,33,San Francisco,San Francisco,35.2,,,,
01/24/2018,,ppb,24,San Francisco,San Francisco,25.4,,,,
01/25/2018,,ppb,39,San Francisco,San Francisco,41.6,,,,
01/26/2018,,ppb,37,San Francisco,San Francisco,39.0,,,,
01/27/2018,,ppb,26,San Francisco,San Francisco,28.2,,,,
01/28/2018,,ppb,31,San Francisco,San Francisco,33.9,,,,
01/29/2018,,ppb,40,San Francisco,San Francisco,42.6,,,,
01/30/2018,,ppb,29,San Francisco,San Francisco,31.5,,,,
01/31/2018,,ppb,32,San Francisco,San Francisco,34.3,,,,
02/01/2018,,ppb,42,San Francisco,San Francisco,45.6,,,,
02/02/2018,,ppb,49,San Francisco,San Francisco,52.9,,,,
02/03/2018,,ppb,42,San Francisco,San Francisco,44.2,,,,
02/04/2018,,ppb,35,San Francisco,San Francisco,37.0,,,,
02/05/2018,,ppb,39,San Francisco,San Francisco,41.1,,,,
02/06/2018,,ppb,42,San Francisco,San Francisco,45.6,,,,
02/07/2018,,ppb,47,San Francisco,San Francisco,50.8,,,,
02/08/2018,,ppb,61,San Francisco,San Francisco,63.3,,,,
02/09/2018,,ppb,53,San Francisco,San Francisco,56.5,,,,
02/10/2018,,ppb,37,San Francisco,San Francisco,39.8,,,,
02/11/2018,,ppb,29,San Francisco,San Francisco,31.1,,,,
02/12/2018,,ppb,20,San Francisco,San Francisco,21.2,,,,
02/13/2018,,ppb,40,San Francisco,San Francisco,42.3,,,,
02/14/2018,,ppb,47,San Francisco,San Francisco,50.6,,,,
02/15/2018,,ppb,45,San Francisco,San Francisco,48.2,,,,
02/16/2018,,ppb,39,San Francisco,San Francisco,41.8,,,,
02/17/2018,,ppb,32,San Francisco,San Francisco,34.5,,,,
02/18/2018,,ppb,5,San Francisco,San Francisco,5.8,,,,
02/19/2018,,ppb,8,San Francisco,San Francisco,8.0,,,,
02/20/2018,,ppb,26,San Francisco,San Francisco,28.8,,,,
02/21/2018,,ppb,32,San Francisco,San Francisco,34.8,,,,
02/22/2018,,ppb,9,San Francisco,San Francisco,10.5,,,,
02/23/2018,,ppb,46,San Francisco,San Francisco,49.3,,,,
02/24/2018,,ppb,30,San Francisco,San Francisco,32.8,,,,
02/25/2018,,ppb,25,San Francisco,San Francisco,27.8,,,,
02/26/2018,,ppb,13,San Francisco,San Francisco,14.2,,,,
02/27/2018,,ppb,25,San Francisco,San Francisco,26.0,,,,
02/28/2018,,ppb,23,San Francisco,San Francisco,24.9,,,,
03/01/2018,,ppb,10,San Francisco,San Francisco,11.4,,,,
03/02/2018,,ppb,34,San Francisco,San Francisco,36.3,,,,
03/03/2018,,ppb,25,San Francisco,San Francisco,26.2,,,,
03/04/2018,,ppb,26,San Francisco,San Francisco,28.1,,,,
03/05/2018,,ppb,30,San Francisco,San Francisco,32.2,,,,
03/06/2018,,ppb,56,San Francisco,San Francisco,59.4,,,,
03/07/2018,,ppb,42,San Francisco,San Francisco,44.1,,,,
03/08/2018,,ppb,27,San Francisco,San Francisco,29.4,,,,
03/09/2018,,ppb,27,San Francisco,San Francisco,29.2,,,,
03/10/2018,,ppb,22,San Francisco,San Francisco,23.7,,,,
03/11/2018,,ppb,17,San Francisco,San Francisco,18.7,,,,
03/12/2018,,ppb,31,San Francisco,San Francisco,33.8,,,,
03/13/2018,,ppb,13,San Francisco,San Francisco,14.2,,,,
03/14/2018,,ppb,35,San Francisco,San Francisco,37.4,,,,
03/15/2018,,ppb,57,San Francisco,San Francisco,60.2,,,,
03/16/2018,,ppb,40,San Francisco,San Francisco,42.4,,,,
03/17/2018,,ppb,43,San Francisco,San Francisco,46.1,,,,
03/18/2018,,ppb,32,San Francisco,San Francisco,34.5,,,,
03/19/2018,,ppb,26,San Francisco,San Francisco,28.9,,,,
03/20/2018,,ppb,37,San Francisco,San Francisco,39.8,,,,
03/21/2018,,ppb,25,San Francisco,San Francisco,26.2,,,,
03/22/2018,,ppb,9,San Francisco,San Francisco,10.9,,,,
03/23/2018,,ppb,42,San Francisco,San Francisco,45.5,,,,
03/24/2018,,ppb,17,San Francisco,San Francisco,18.8,,,,
03/25/2018,,ppb,24,San Francisco,San Francisco,25.7,,,,
03/26/2018,,ppb,37,San Francisco,San Francisco,39.8,,,,
03/27/2018,,ppb,41,San Francisco,San Francisco,43.8,,,,
03/28/2018,,ppb,29,San Francisco,San Francisco,31.7,,,,
03/29/2018,,ppb,40,San Francisco,San Francisco,42.6,,,,
03/30/2018,,ppb,36,San Francisco,San Francisco,38.5,,,,
03/31/2018,,ppb,13,San Francisco,San Francisco,14.3,,,,
04/01/2018,,ppb,14,San Francisco,San Francisco,15.0,,,,
04/02/2018,,ppb,13,San Francisco,San Francisco,14.4,,,,
04/03/2018,,ppb,20,San Francisco,San Francisco,21.4,,,,
04/04/2018,,ppb,13,San Francisco,San Francisco,14.0,,,,
04/05/2018,,ppb,15,San Francisco,San Francisco,16.6,,,,
04/06/2018,,ppb,12,San Francisco,San Francisco,13.2,,,,
04/07/2018,,ppb,8,San Francisco,San Francisco,8.3,,,,
04/08/2018,,ppb,24,San Francisco,San Francisco,25.7,,,,
04/09/2018,,ppb,39,San Francisco,San Francisco,41.9,,,,
04/10/2018,,ppb,22,San Francisco,San Francisco,23.2,,,,
04/11/2018,,ppb,11,San Francisco,San Francisco,12.1,,,,
04/12/2018,,ppb,15,San Francisco,San Francisco,16.8,,,,
04/13/2018,,ppb,23,San Francisco,San Francisco,24.3,,,,
04/14/2018,,ppb,28,San Francisco,San Francisco,30.1,,,,
04/15/2018,,ppb,6,San Francisco,San Francisco,6.0,,,,
04/16/2018,,ppb,27,San Francisco,San Francisco,29.3,,,,
04/17/2018,,ppb,34,San Francisco,San Francisco,36.8,,,,
04/18/2018,,ppb,31,San Francisco,San Francisco,33.9,,,,
04/19/2018,,ppb,43,San Francisco,San Francisco,46.1,,,,
04/20/2018,,ppb,34,San Francisco,San Francisco,36.5,,,,
