Date,Daily_Max_1-hour_NO2_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY
05/12/2018,20.1,ppb,19,San Francisco,San Francisco
05/13/2018,5.0,ppb,5,San Francisco,San Francisco
05/14/2018,9.3,ppb,8,San Francisco,San Francisco
05/15/2018,11.6,ppb,10,San Francisco,San Francisco
05/16/2018,14.0,ppb,13,San Francisco,San Francisco
05/17/2018,11.5,ppb,10,San Francisco,San Francisco
05/18/2018,6.8,ppb,6,San Francisco,San Francisco
05/19/2018,3.7,ppb,3,San Francisco,San Francisco
05/20/2018,6.5,ppb,6,San Francisco,San Francisco
05/21/2018,18.4,ppb,17,San Francisco,San Francisco
05/22/2018,10.1,ppb,9,San Francisco,San Francisco
05/23/2018,13.3,ppb,12,San Francisco,San Francisco
05/24/2018,14.8,ppb,13,San Francisco,San Francisco
05/25/2018,10.6,ppb,9,San Francisco,San Francisco
05/26/2018,10.1,ppb,9,San Francisco,San Francisco
05/27/2018,14.4,ppb,13,San Francisco,San Francisco
05/28/2018,14.3,ppb,13,San Francisco,San Francisco
05/29/2018,16.4,ppb,15,San Francisco,San Francisco
05/30/2018,8.1,ppb,8,San Francisco,San Francisco
05/31/2018,11.4,ppb,10,San Francisco,San Francisco
06/01/2018,18.7,ppb,17,San Francisco,San Francisco
06/02/2018,23.7,ppb,22,San Francisco,San Francisco
06/03/2018,8.9,ppb,8,San Francisco,San Francisco
06/04/2018,12.9,ppb,11,San Francisco,San Francisco
06/05/2018,13.0,ppb,12,San Francisco,San Francisco
06/06/2018,9.7,ppb,8,San Francisco,San Francisco
06/07/2018,10.4,ppb,9,San Francisco,San Francisco
06/08/2018,9.5,ppb,8,San Francisco,San Francisco
06/09/2018,6.1,ppb,6,San Francisco,San Francisco
06/10/2018,13.0,ppb,12,San Francisco,San Francisco
06/11/2018,17.4,ppb,16,San Francisco,San Francisco
06/12/2018,18.8,ppb,17,San Francisco,San Francisco
06/13/2018,16.4,ppb,15,San Francisco,San Francisco
06/14/2018,10.3,ppb,9,San Francisco,San Francisco
06/15/2018,5.4,ppb,5,San Francisco,San Francisco
06/16/2018,16.7,ppb,15,San Francisco,San Francisco
06/17/2018,4.7,ppb,4,San Francisco,San Francisco
06/18/2018,8.9,ppb,8,San Francisco,San Francisco
06/19/2018,8.9,ppb,8,San Francisco,San Francisco
06/20/2018,8.9,ppb,8,San Francisco,San Francisco
06/21/2018,7.6,ppb,7,San Francisco,San Francisco
06/22/2018,13.0,ppb,12,San Francisco,San Francisco
06/23/2018,18.2,ppb,17,San Francisco,San Francisco
06/24/2018,10.0,ppb,9,San Francisco,San Francisco
06/25/2018,15.7,ppb,14,San Francisco,San Francisco
06/26/2018,9.1,ppb,8,San Francisco,San Francisco
06/27/2018,7.2,ppb,7,San Francisco,San Francisco
06/28/2018,8.5,ppb,8,San Francisco,San Francisco
06/29/2018,14.6,ppb,13,San Francisco,San Francisco
06/30/2018,19.7,ppb,18,San Francisco,San Francisco
07/01/2018,5.9,ppb,5,San Francisco,San Francisco
07/02/2018,9.0,ppb,8,San Francisco,San Francisco
07/03/2018,16.4,ppb,15,San Francisco,San Francisco
07/04/2018,4.6,ppb,4,San Francisco,San Francisco
07/05/2018,12.9,ppb,11,San Francisco,San Francisco
07/06/2018,21.8,ppb,20,San Francisco,San Francisco
07/07/2018,13.1,ppb,12,San Francisco,San Francisco
07/08/2018,4.5,ppb,4,San Francisco,San Francisco
07/09/2018,8.1,ppb,8,San Francisco,San Francisco
07/10/2018,11.1,ppb,10,San Francisco,San Francisco
07/11/2018,6.6,ppb,6,San Francisco,San Francisco
07/12/2018,19.4,ppb,18,San Francisco,San Francisco
07/13/2018,8.6,ppb,8,San Francisco,San Francisco
07/14/2018,8.0,ppb,8,San Francisco,San Francisco
07/15/2018,6.1,ppb,6,San Francisco,San Francisco
07/16/2018,8.4,ppb,8,San Francisco,San Francisco
07/17/2018,10.1,ppb,9,San Francisco,San Francisco
07/18/2018,9.2,ppb,8,San Francisco,San Francisco
07/19/2018,7.5,ppb,7,San Francisco,San Francisco
07/20/2018,14.7,ppb,13,San Francisco,San Francisco
07/21/2018,5.1,ppb,5,San Francisco,San Francisco
07/22/2018,7.9,ppb,7,San Francisco,San Francisco
07/23/2018,7.6,ppb,7,San Francisco,San Francisco
07/24/2018,9.8,ppb,8,San Francisco,San Francisco
07/25/2018,9.9,ppb,8,San Francisco,San Francisco
07/26/2018,8.4,ppb,8,San Francisco,San Francisco
07/27/2018,6.9,ppb,6,San Francisco,San Francisco
07/28/2018,4.3,ppb,4,San Francisco,San Francisco
07/29/2018,3.9,ppb,3,San Francisco,San Francisco
07/30/2018,5.5,ppb,5,San Francisco,San Francisco
07/31/2018,17.1,ppb,16,San Francisco,San Francisco
08/01/2018,10.4,ppb,9,San Francisco,San Francisco
08/02/2018,5.4,ppb,5,San Francisco,San Francisco
08/03/2018,7.8,ppb,7,San Francisco,San Francisco
08/04/2018,13.6,ppb,12,San Francisco,San Francisco
08/05/2018,4.3,ppb,4,San Francisco,San Francisco
08/06/2018,13.6,ppb,12,San Francisco,San Francisco
08/07/2018,10.7,ppb,9,San Francisco,San Francisco
08/08/2018,13.2,ppb,12,San Francisco,San Francisco
08/09/2018,15.0,ppb,14,San Francisco,San Francisco
08/10/2018,12.2,ppb,11,San Francisco,San Francisco
08/11/2018,8.7,ppb,8,San Francisco,San Francisco
08/12/2018,3.6,ppb,3,San Francisco,San Francisco
08/13/2018,8.1,ppb,8,San Francisco,San Francisco
08/14/2018,19.2,ppb,18,San Francisco,San Francisco
08/15/2018,9.8,ppb,8,San Francisco,San Francisco
08/16/2018,11.4,ppb,10,San Francisco,San Francisco
08/17/2018,11.9,ppb,10,San Francisco,San Francisco
08/18/2018,13.0,ppb,12,San Francisco,San Francisco
08/19/2018,4.9,ppb,4,San Francisco,San Francisco
08/20/2018,4.9,ppb,4,San Francisco,San Francisco
08/21/2018,9.6,ppb,8,San Francisco,San Francisco
08/22/2018,8.9,ppb,8,San Francisco,San Francisco
08/23/2018,10.8,ppb,9,San Francisco,San Francisco
08/24/2018,8.6,ppb,8,San Francisco,San Francisco
08/25/2018,7.9,ppb,7,San Francisco,San Francisco
08/26/2018,3.3,ppb,3,San Francisco,San Francisco
08/28/2018,7.5,ppb,7,San Francisco,San Francisco
08/29/2018,21.4,ppb,20,San Francisco,San Francisco
08/30/2018,10.7,ppb,9,San Francisco,San Francisco
08/31/2018,6.1,ppb,6,San Francisco,San Francisco
09/01/2018,4.5,ppb,4,San Francisco,San Francisco
09/02/2018,8.2,ppb,8,San Francisco,San Francisco
09/03/2018,5.2,ppb,5,San Francisco,San Francisco
09/04/2018,10.5,ppb,9,San Francisco,San Francisco
09/05/2018,11.3,ppb,10,San Francisco,San Francisco
09/06/2018,11.1,ppb,10,San Francisco,San Francisco
09/07/2018,8.9,ppb,8,San Francisco,San Francisco
09/08/2018,6.2,ppb,6,San Francisco,San Francisco
09/09/2018,6.6,ppb,6,San Francisco,San Francisco
09/10/2018,14.3,ppb,13,San Francisco,San Francisco
09/11/2018,9.7,ppb,8,San Francisco,San Francisco
09/12/2018,10.4,ppb,9,San Francisco,San Francisco
09/13/2018,11.0,ppb,10,San Francisco,San Francisco
09/14/2018,8.0,ppb,8,San Francisco,San Francisco
09/15/2018,9.6,ppb,8,San Francisco,San Francisco
09/16/2018,10.4,ppb,9,San Francisco,San Francisco
09/17/2018,10.3,ppb,9,San Francisco,San Francisco
09/18/2018,9.0,ppb,8,San Francisco,San Francisco
09/19/2018,25.9,ppb,24,San Francisco,San Francisco
09/20/2018,33.4,ppb,31,San Francisco,San Francisco
09/21/2018,33.6,ppb,31,San Francisco,San Francisco
09/22/2018,9.1,ppb,8,San Francisco,San Francisco
09/23/2018,6.8,ppb,6,San Francisco,San Francisco
09/24/2018,26.1,ppb,25,San Francisco,San Francisco
09/25/2018,15.8,ppb,14,San Francisco,San Francisco
09/26/2018,23.0,ppb,22,San Francisco,San Francisco
09/27/2018,19.1,ppb,18,San Francisco,San Francisco
09/28/2018,12.6,ppb,11,San Francisco,San Francisco
09/29/2018,9.7,ppb,8,San Francisco,San Francisco
09/30/2018,14.3,ppb,13,San Francisco,San Francisco
10/01/2018,32.1,ppb,30,San Francisco,San Francisco
10/02/2018,24.1,ppb,23,San Francisco,San Francisco
10/03/2018,21.9,ppb,20,San Francisco,San Francisco
10/04/2018,7.7,ppb,7,San Francisco,San Francisco
10/05/2018,19.3,ppb,18,San Francisco,San Francisco
10/06/2018,16.4,ppb,15,San Francisco,San Francisco
10/07/2018,26.7,ppb,25,San Francisco,San Francisco
10/08/2018,35.8,ppb,33,San Francisco,San Francisco
10/09/2018,14.4,ppb,13,San Francisco,San Francisco
10/11/2018,23.2,ppb,22,San Francisco,San Francisco
10/12/2018,27.5,ppb,25,San Francisco,San Francisco
10/13/2018,24.5,ppb,23,San Francisco,San Francisco
10/14/2018,21.6,ppb,20,San Francisco,San Francisco
10/15/2018,43.4,ppb,41,San Francisco,San Francisco
10/16/2018,36.6,ppb,34,San Francisco,San Francisco
10/17/2018,20.1,ppb,19,San Francisco,San Francisco
10/18/2018,22.6,ppb,21,San Francisco,San Francisco
10/19/2018,28.2,ppb,26,San Francisco,San Francisco
10/20/2018,17.1,ppb,16,San Francisco,San Francisco
10/21/2018,9.5,ppb,8,San Francisco,San Francisco
10/22/2018,10.9,ppb,9,San Francisco,San Francisco
10/23/2018,16.1,ppb,15,San Francisco,San Francisco
10/24/2018,28.8,ppb,26,San Francisco,San Francisco
10/25/2018,20.2,ppb,19,San Francisco,San Francisco
10/26/2018,21.3,ppb,20,San Francisco,San Francisco
10/27/2018,12.7,ppb,11,San Francisco,San Francisco
10/28/2018,10.7,ppb,9,San Francisco,San Francisco
10/29/2018,26.1,ppb,25,San Francisco,San Francisco
10/30/2018,35.0,ppb,33,San Francisco,San Francisco
10/31/2018,36.0,ppb,34,San Francisco,San Francisco
11/01/2018,34.9,ppb,32,San Francisco,San Francisco
11/02/2018,30.7,ppb,28,San Francisco,San Francisco
11/03/2018,29.5,ppb,27,San Francisco,San Francisco
11/04/2018,13.6,ppb,12,San Francisco,San Francisco
11/05/2018,28.6,ppb,26,San Francisco,San Francisco
11/06/2018,36.9,ppb,34,San Francisco,San Francisco
11/07/2018,40.7,ppb,38,San Francisco,San Francisco
11/09/2018,44.3,ppb,42,San Francisco,San Francisco
11/10/2018,48.9,ppb,45,San Francisco,San Francisco
11/11/2018,41.5,ppb,39,San Francisco,San Francisco
11/12/2018,65.8,ppb,63,San Francisco,San Francisco
11/13/2018,64.8,ppb,62,San Francisco,San Francisco
11/14/2018,63.8,ppb,61,San Francisco,San Francisco
11/15/2018,53.2,ppb,50,San Francisco,San Francisco
11/16/2018,58.6,ppb,55,San Francisco,San Francisco
11/17/2018,34.6,ppb,32,San Francisco,San Francisco
11/18/2018,44.4,ppb,42,San Francisco,San Francisco
11/19/2018,68.8,ppb,66,San Francisco,San Francisco
11/20/2018,55.9,ppb,52,San Francisco,San Francisco
11/21/2018,37.2,ppb,35,San Francisco,San Francisco
11/22/2018,8.3,ppb,8,San Francisco,San Francisco
11/23/2018,13.8,ppb,12,San Francisco,San Francisco
11/24/2018,27.5,ppb,25,San Francisco,San Francisco
11/25/2018,24.2,ppb,23,San Francisco,San Francisco
11/26/2018,27.1,ppb,25,San Francisco,San Francisco
11/27/2018,26.8,ppb,25,San Francisco,San Francisco
11/28/2018,19.1,ppb,18,San Francisco,San Francisco
11/29/2018,6.2,ppb,6,San Francisco,San Francisco
11/30/2018,17.3,ppb,16,San Francisco,San Francisco
12/01/2018,11.6,ppb,10,San Francisco,San Francisco
12/02/2018,23.0,ppb,22,San Francisco,San Francisco
12/03/2018,22.4,ppb,21,San Francisco,San Francisco
12/04/2018,28.5,ppb,26,San Francisco,San Francisco
12/05/2018,22.9,ppb,21,San Francisco,San Francisco
12/06/2018,36.0,ppb,34,San Francisco,San Francisco
12/07/2018,38.3,ppb,36,San Francisco,San Francisco
12/08/2018,29.3,ppb,27,San Francisco,San Francisco
12/09/2018,34.3,ppb,32,San Francisco,San Francisco
12/10/2018,27.0,ppb,25,San Francisco,San Francisco
12/11/2018,32.0,ppb,30,San Francisco,San Francisco
12/12/2018,32.0,ppb,30,San Francisco,San Francisco
12/13/2018,36.0,ppb,34,San Francisco,San Francisco
12/14/2018,30.3,ppb,28,San Francisco,San Francisco
12/15/2018,33.7,ppb,31,San Francisco,San Francisco
12/16/2018,15.3,ppb,14,San Francisco,San Francisco
12/17/2018,25.9,ppb,24,San Francisco,San Francisco
12/18/2018,32.3,ppb,30,San Francisco,San Francisco
12/19/2018,30.7,ppb,28,San Francisco,San Francisco
12/20/2018,26.4,ppb,25,San Francisco,San Francisco
12/21/2018,25.4,ppb,24,San Francisco,San Francisco
12/22/2018,24.1,ppb,23,San Francisco,San Francisco
12/23/2018,25.9,ppb,24,San Francisco,San Francisco
12/24/2018,20.7,ppb,19,San Francisco,San Francisco
12/25/2018,16.4,ppb,15,San Francisco,San Francisco
12/26/2018,29.9,ppb,27,San Francisco,San Francisco
12/27/2018,22.4,ppb,21,San Francisco,San Francisco
12/28/2018,41.4,ppb,39,San Francisco,San Francisco
12/29/2018,37.5,ppb,35,San Francisco,San Francisco
12/30/2018,29.3,ppb,27,San Francisco,San Francisco
12/31/2018,11.4,ppb,10,San Francisco,San Francisco
