,index,Name,Lat,Lon,Date
43,121,Horse Fire,40.1058823,-124.0720419,2015-08-18
44,114,Jerusalem Fire,38.8142503,-122.48673190000001,2015-08-09
45,54,Keswick Fire,40.5953,-122.4397,2015-07-07
46,131,Kramer Fire ,41.12362,-121.19425600000001,2015-08-29
47,72,Kyburz Fire,38.775999999999996,-120.404,2015-07-23
48,61,Lake Fire,33.21407,-116.73472,2015-07-16
49,23,Lake Fire,34.160277777778,-116.89277777778,2015-06-17
50,156,Laureles Fire,36.5696373,-121.75560290000001,2015-09-19
51,32,Loma Fire,37.974123,-121.833751,2015-06-24
52,78,Lowell Fire,39.192088,-120.88231299999998,2015-07-25
53,141,Lumpkin Fire,39.5218,-121.3363,2015-09-11
54,87,Mallard Fire,40.509552,-122.19922700000001,2015-07-29
55,81,Mark Fire,38.052,-120.5577,2015-08-13
56,154,McCourtney Fire,39.080999999999996,-121.194,2015-09-22
57,94,Mendocino Lightning Fires,39.433009999999996,-123.36316000000001,2015-07-30
58,55,Mill 2 Fire,34.0783472,-117.04878629999999,2015-07-12
59,145,Munjar Fire,39.8707,-121.8938,2015-10-02
60,20,North Fire,38.260777000000004,-121.135426,2015-06-16
61,63,North Fire,34.339,-117.478,2015-07-17
62,132,Oak Fire,38.04684,-120.30188000000001,2015-09-08
64,3,Otay Fire,32.6449163,-116.94543870000001,2015-06-26
65,76,Park Fire,32.682547,-116.51683999999999,2015-07-24
66,18,Pass Fire,35.77937,-120.19481999999999,2015-06-15
67,126,Peterson Fire,38.925764,-122.879272,2015-08-22
68,65,Pines Fire ,34.367,-117.68299999999999,2015-07-17
69,39,Pleasure Fire,38.519132,-122.181878,2015-06-27
70,107,Point Fire,40.3929,-122.40546,2015-08-03
71,148,Potrero Fire,34.15,-118.87944399999999,2015-11-07
72,79,Queen Fire,41.295667,-123.784067,2015-07-24
73,30,Red Fire,37.072561,-119.6958,2015-06-21
74,86,Rocky Fire,38.886353799999995,-122.47624750000001,2015-07-29
75,146,Rough Fire ,36.874,-118.905,2015-07-31
76,17,Saddle Fire ,40.924,-123.16799999999999,2015-06-10
77,52,Sky Fire,38.4113,-122.0789,2015-07-06
78,51,Soda Fire,39.0263,-123.303,2015-07-04
79,147,Solimar Fire,34.31953,-119.34512,2015-12-25
80,57,Spider Fire,33.986204,-117.43942,2015-07-12
81,92,Sprig Fire,40.49865,-122.20109,2015-07-30
82,0,Stephens Fire,41.485,-121.851,2015-02-24
83,38,Sterling Fire,34.165974,-117.24387800000001,2015-06-25
84,82,Sullivan Fire,37.24523,-121.20324,2015-07-28
85,127,Summit Fire,34.23,-116.883,2015-08-23
86,85,Swedes Fire,39.43963,-121.38793999999999,2015-07-29
87,155,Tassajara Fire,36.3699644,-121.589554,2015-09-19
88,122,Tesla Fire,37.3845,-121.3732,2015-08-19
89,68,Triple Fire,36.085212,-118.82423500000002,2015-07-21
90,90,Tulloch Fire,37.83618,-120.61691,2015-08-15
91,91,Vasco Fire,37.81629,-121.68113000000001,2015-07-30
92,142,Walker Fire,40.475120000000004,-122.52541000000001,2015-09-11
93,4,Ward Fire,40.050833333333,-120.70166666667,2015-04-13
94,36,Washington Fire,38.598056,-119.751944,2015-06-19
95,103,White Fire,34.9522,-120.2903,2015-08-01
96,22,Wildcat Fire,32.9421,-116.8534,2015-06-17
97,80,Willow Fire,37.279722,-119.50013999999999,2015-07-25
98,70,Wragg Fire,38.4994,-122.1145,2015-07-22
