,index,Name,Lat,Lon,Date
226,179,Sycamore Fire,33.9369,-117.3063,2019-09-07
227,170,Taboose Fire,37.034,-118.345,2019-09-06
228,88,Tejon Fire,34.900833299999995,-118.91833329999999,2019-07-21
229,155,Telephone Fire,34.353667,-117.343833,2019-09-02
230,159,Tenaja,33.528469,-117.27315700000001,2019-09-04
231,94,Thompson Fire ,35.004721999999994,-120.435278,2019-07-24
232,240,Tick Fire,34.472778000000005,-118.36805600000001,2019-10-24
233,129,Timm Fire ,38.455,-121.969167,2019-08-13
234,115,Toro Fire ,33.740219,-117.33372800000001,2019-08-05
235,95,Tree Fire,41.834365999999996,-122.65656899999999,2019-07-27
236,50,Trinity Fire,40.41404,-122.66779,2019-06-26
237,99,Tucker Fire,41.79591,-121.260305,2019-07-28
238,193,Tulloch Fire,37.838333,-120.625556,2019-09-23
239,97,Usal Fire,39.831762,-123.84601299999999,2019-07-27
240,87,Valley Fire,37.241427,-120.027731,2019-07-21
241,84,Vista Fire,32.794768,-116.839743,2019-07-17
242,7,Vulcan Fire,35.03855,-119.19453999999999,2019-05-03
243,121,W1 McDonald Fire,40.943799,-120.27529799999999,2019-08-08
244,158,Walker Fire,40.061389,-120.68055600000001,2019-09-04
245,123,Ward Fire,42.033,-122.175,2019-08-09
246,201,Warren Fire,33.703546,-117.033598,2019-09-30
247,26,Watt Fire,38.752629999999996,-121.39258999999998,2019-06-07
248,42,Weisgarber Fire,33.396840000000005,-117.29665,2019-06-20
249,221,Wendy Fire,34.156389000000004,-118.950833,2019-10-10
250,31,West Butte Fire,39.28926,-121.85906000000001,2019-06-08
251,128,West Fire ,34.675542,-118.34223899999999,2019-08-13
252,82,Whiskey Fire,37.962557000000004,-121.468074,2019-07-16
253,86,Whiskey Fire,38.115224,-120.78068,2019-07-18
254,197,Willow Fire,32.87833333,-116.88,2019-09-25
255,24,Willow Fire,38.02503,-121.9763,2019-06-06
256,206,Wilson Fire,39.613783000000005,-123.45878200000001,2019-10-04
257,220,Wolf Fire,33.8615,-116.897333,2019-10-10
258,56,Wolf Fire ,33.911,-116.980528,2019-06-29
259,5,Woody Fire,35.65189,-118.92545,2019-04-30
260,21,Yokohl Fire,36.23012,-118.85712,2019-06-03
261,3,York Fire,35.81778,-120.09715,2019-04-28
262,141,Yucca Fire,33.4506,-116.857817,2019-08-22
